pseudo_id,type,reason,expiration_date
164ec18e75918cf0059591d1f7cd8f50,Produkt,Redaktionelt indhold / holdning,2025-06-22
a21eb0411730430a189ef885132a43b3,Andet,RVS,2025-06-17
91a2573ca8e375c5c1612a20c525f5c5,Andet,kunden ønsker ikke at oplyse,2025-05-12
2ed2e7c7740caace45ef81eba21f0739,Andet,kunden ønsker ikke at oplyse,2026-01-09
a7e986aac8ad1d94417c528739b94ff3,Tid,Ikke tid,2025-11-04
4262ff5f39aee5987c964b9d43dd7ddf,Produkt,Anden avis/produkt,2025-06-07
5ec9609c523d672d8c7b3cfc38b5cf8f,Andet,kunden ønsker ikke at oplyse,2025-06-20
6d65f77c4bce56087d22a22a734f493c,Økonomi,Pris,2025-07-04
44242123a235ab7886549f81d4a074ec,Produkt,Redaktionelt indhold / holdning,2025-05-14
3d5b0a78f46ce3493d06c63115065930,Økonomi,Pris,2025-05-10
d35d97da5a4ec305f98763ba7c8a0dfa,Produkt,Redaktionelt indhold / holdning,2025-05-15
4603d14094a6193d927fff2b51708237,Tid,Ikke tid,2025-05-05
50299e69701388372e0a2d450a30f237,Salg,Misforstået salgsaftale,2025-07-28
2a51690c82facfbc4556e85f4693dc17,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
61a8d7545abeeae31cca4d7ea8adfbd5,Andet,kunden ønsker ikke at oplyse,2025-05-16
39b620b3cc260fddfafbb19c29a55521,Salg,Tidsbestemt / kampagneløb,2025-05-10
ebf5c4601d4f18fc942ea7484462e14b,Produkt,Redaktionelt indhold / holdning,2025-05-23
f0f705e69a3153587156a90de673faee,Tid,Ikke tid,2025-07-07
d7de0bb1872779d0fa95792981d2e399,Tid,Ikke tid,2025-12-06
120494d531c102f36998867de084d359,Tid,Ikke tid,2025-08-20
e915a228f8c7167c10d10e33535d860a,Tid,Ikke tid,2025-08-20
4a6fea6ce49b72a8353d1c77209db304,Tid,Ikke tid,2025-07-18
59eac661f106396c61b2993b656bf706,Andet,kunden ønsker ikke at oplyse,2025-12-04
dc11ae6804e7e6d5703c16aede010648,Tid,Ikke tid,2025-05-21
ebeca48dfb318c270bfb475b68999df2,Andet,kunden ønsker ikke at oplyse,2025-05-19
2d5adde906e831f080f533074fff495f,Tid,Ikke tid,2025-09-20
fe3c45af45c15c51b4552c23672cf422,Økonomi,Pris,2025-07-19
12ad63f0c977b9e6c6376ff2ea3be398,Produkt,Redaktionelt indhold / holdning,2025-05-03
d94684e197cea38e5f304b72de68aea7,Tid,Ikke tid,2025-07-09
2c6156b11760d509f80689626ff8d773,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
e9e13727ac2e77bab1603fe24946eacf,Andet,kunden ønsker ikke at oplyse,2025-05-04
9b636dd933ffe5f7bcc115d62aeee610,Andet,Administrativt,2025-05-15
7fe44128ee877150541e83b00f8af178,Salg,Misforstået salgsaftale,2025-03-26
142e11ccea66a17bd3dc666b96c70115,Andet,kunden ønsker ikke at oplyse,2025-05-09
be6357d225a5c19f09acf6fbc6015653,Tid,Ikke tid,2026-01-04
6ece8933e5f45d1de309cedd5af97e5a,Andet,Ingen årsag – ingen tlf kontakt,2025-07-11
9cc003951ac3955755a2b1580326cf3c,Produkt,Redaktionelt indhold / holdning,2025-05-20
f5fab6cffe4587e628d9651e0607996e,Tid,Ikke tid,2025-12-21
0ff5ed8c95e08e84102e764ef0541efc,Tid,Ikke tid,2025-10-13
e0be3cb7d97ef50310d2ce06544c35d9,Andet,Ingen årsag – ingen tlf kontakt,2025-05-25
d0c4c9f292d80bb95236914f7cc2c39c,Tid,Ikke tid,2025-05-21
bb268a1296993a658fa958dcce6ce723,Andet,kunden ønsker ikke at oplyse,2025-08-20
7e501c13b0115638d9f52b73fa21869e,Tid,Ikke tid,2025-05-03
d416ff413d4769eebbe4baabe7e4675a,Økonomi,Pris,2025-05-18
1fcfe9d813ae0371b068c69afb639cd4,Tid,Ikke tid,2025-07-08
99b2dd2edb8fef8172f3d5b9f376f219,Andet,kunden ønsker ikke at oplyse,2025-05-20
9ab1c009fca6cd39cb93f9da0c90c0b3,Andet,kunden ønsker ikke at oplyse,2025-07-13
672c3edfb76ea64fa63a475a6f3f835d,Tid,Ikke tid,2025-08-19
1e9a3c7abf9c21470bc3ff8b110754f9,Tid,Ikke tid,2025-06-09
436d7b85a02448ee668f7f4460713825,Tid,Ikke tid,2025-07-16
683f34302ed1e312582a6257135ad7ac,Tid,Ikke tid,2026-03-15
a584c7f8aa67f3399a61edd43812f0e4,Produkt,Redaktionelt indhold / holdning,2025-07-02
8ca62176a2868f3a1c9d4b663d802fba,Økonomi,Pris,2025-05-04
e1cc2945a2ec96f8f2d396564b9b4913,Økonomi,Pris,2025-12-20
8101e37c195a3fa67a46c0f0a46489e1,Andet,Administrativt,2025-03-28
81a6dcabba113493087f9862fcb9375c,Produkt,Anden avis/produkt,2025-06-12
f54ffadf1451a7caef4cc67e01afee38,Økonomi,Pris,2025-05-21
df49190f560e6aae7be1bb02558601b8,Økonomi,Pris,2025-06-23
6c925b49b5a96735146e5ff5aa0d32ff,Økonomi,Pris,2025-11-05
3234d46db0e6de36d49704d274247df2,Tid,Ikke tid,2025-05-06
157b343a23caa5ceae611eac87fce993,Økonomi,Pris,2025-12-20
260ecef60f4aa81a9bbee7feb50baa90,Økonomi,Pris,2026-03-13
7b5dc0298c1f08e63d7907ce05257f64,Andet,Administrativt,2025-09-14
1fe8d767d3aa8a905060bf3e83ca0c59,Produkt,Redaktionelt indhold / holdning,2025-05-11
9d7dd9a43116697257a3631fc3d43dd4,Tid,Ikke tid,2025-07-21
6ba9456f4ffcca24b723d294a3eb77dd,Tid,Ikke tid,2025-05-08
d9131a70d86f30eae6d2e6bd57a76230,Økonomi,Pris,2025-12-22
87d2a11d788649d4c69bb4e10ff780c0,Tid,Ikke tid,2025-05-11
134dd83b74c604e99debbbe1d9c57439,Tid,Ikke tid,2025-05-03
b7f5af62c13145391bc951f84e3014d8,Økonomi,Pris,2025-05-08
f2e729572ee5d7ea093b9989e5fcd2cc,Tid,Ikke tid,2025-06-04
4686224ab47a1fa67c2bccdf7e3de540,Tid,Ikke tid,2025-05-22
799f16b134fc3399262a5bd5c08434b1,Tid,Ikke tid,2025-11-11
b2b9c2229c058653f5221e50b01d33c9,Produkt,Redaktionelt indhold / holdning,2025-07-05
e463f0f9681d51595aa29d943c869b0d,Produkt,Redaktionelt indhold / holdning,2025-09-18
cf78ae59afd3ba595b9bbe3634e8861a,Tid,Ikke tid,2025-06-22
2a5ac71661a5b6fab9cb884c8bead8d6,Tid,Ikke tid,2025-12-21
4905dd46c16d18159de212431037b037,Produkt,Redaktionelt indhold / holdning,2025-06-20
c275388bc56a60aedfef3a0d4197b3e8,Tid,Ikke tid,2025-10-15
5c270fa319642d25ce2f6304b565c516,Tid,Ikke tid,2025-05-15
8fa0a44a9bd3140f0ffb0c221d291f7c,Produkt,Redaktionelt indhold / holdning,2025-07-17
66c688595e2ec62dcbd9fe7d840d3ce1,Andet,RVS,2025-09-23
bfc04c65971b32ccb1e0fad11903aba1,Tid,Ikke tid,2025-08-21
d3bbd78fc08ccc5abd12a2162dd5633e,Produkt,Redaktionelt indhold / holdning,2025-05-14
9914011e182681ed9d6c24cb442405ce,Tid,Ikke tid,2025-05-04
57ad9a7e617c8046eceb938ec43f2890,Produkt,Redaktionelt indhold / holdning,2025-05-16
c81237e08e7023521f2b624d5c18fcf9,Tid,Ikke tid,2025-05-04
232433aa3d7e847e0a462e9336be16d7,Andet,kunden ønsker ikke at oplyse,2025-05-21
bd131313a490d54ccf4d7dd7c72f8b96,Tid,Ikke tid,2025-08-15
2da5fc5a7ab09c95c652562f4681bd29,Andet,kunden ønsker ikke at oplyse,2025-08-22
6d65f77c4bce56087d22a22a734f493c,Økonomi,Pris,2026-01-04
ef8055f337f6e7440116a5bcd1297e6b,Tid,Ikke tid,2025-06-04
add49e9f3efbc829a809336238069353,Andet,Administrativt,2025-05-20
dacc9c43dac760621fb910f020549e30,Produkt,Redaktionelt indhold / holdning,2025-05-18
415b000eecde4a9893f1b5573fc7881a,Andet,RVS,2025-09-23
40ce8c05d7acddc08d648c853f6c9a6a,Produkt,Anden avis/produkt,2025-05-10
df805926164de62f645d438131cfaef8,Andet,Ingen årsag – ingen tlf kontakt,2025-05-12
4181e0591321ea5735b2d671d59a2d15,Tid,Ikke tid,2025-06-21
e86c2ca04e30c7880e34bc7a6e698898,Produkt,Anden avis/produkt,2025-05-10
d2e7df5218a6ff959bf1ab85f1858ce4,Økonomi,Pris,2025-05-22
c72388148b999f0f684abdc883dfb610,Tid,Ikke tid,2025-07-21
928b157e4e5cadd4d92b31f0458e8a25,Tid,Ikke tid,2025-07-16
fbdfb1d45b4477cf1f0ccbb98868f70a,Tid,Ikke tid,2025-05-10
c725b4f13e87aee2d75db85f4b717ab6,Økonomi,Pris,2026-02-03
d7de0bb1872779d0fa95792981d2e399,Andet,RVS,2025-12-06
5bf87d92442082440339d43d7996e983,Tid,Ikke tid,2025-12-03
e8560d608abd181e5e783dd040bc7cbc,Produkt,Redaktionelt indhold / holdning,2025-06-19
2b18f2e4112c3260d1f29e3142f583d0,Tid,Ikke tid,2025-06-20
92cd67180417eb40d415c800fed452bf,Tid,Ikke tid,2025-08-04
14b486bc22dee7a288a5ea9a60d66fa8,Andet,kunden ønsker ikke at oplyse,2025-05-22
b35b31660d9b152e2ad1b2997ebd2663,Tid,Ikke tid,2025-05-04
9f2b0d3c1d53f558f70bfad4c79df597,Økonomi,Pris,2025-08-20
f1f13e18b2af733b92da4c5bca2a9ffe,Andet,kunden ønsker ikke at oplyse,2025-05-05
25cabc071210e89c45fc323a54e4e4d7,Andet,kunden ønsker ikke at oplyse,2025-05-06
e1ca92d94eb1a7d3bdf4fdb35b92f7b1,Økonomi,Pris,2025-05-14
9082cd5bd339e7f6efaeac23a1551815,Tid,Ikke tid,2025-08-19
98cc01e63f399c96201bfd463028c9ee,Økonomi,Pris,2025-06-10
2dd7e42f99ac96b837b800eff7ed8b73,Tid,Ikke tid,2025-09-04
477a6728517c7b760839ab584c3a7cc5,Produkt,Redaktionelt indhold / holdning,2025-05-20
7e75ad391f08921f8876539d914ccaf0,Digitalt,Tekniske problemer (kunde),2025-12-10
0169ede4cd963dc8b84fc4bfb991b976,Andet,Administrativt,2025-05-22
b3b579ba18e6e9824560f6dca3d35195,Andet,Administrativt,2025-05-20
ea212521bdc1794b4dc4914a201a8bcf,Andet,RVS,2025-11-17
e7081beab27c1e5d9cfa25500d9d1df7,Produkt,Redaktionelt indhold / holdning,2025-05-10
5b184e20faf8e969c0e55e9f82dc821f,Andet,Ingen årsag – ingen tlf kontakt,2025-07-05
890c53b5a0b80578830b84510b6b76b8,Produkt,Redaktionelt indhold / holdning,2025-06-16
3aa50522489338ea7443d4947d2d993f,Produkt,Redaktionelt indhold / holdning,2025-06-18
ed5e9900ab10fa23c83b7ee66569c059,Tid,Ikke tid,2025-05-13
33426eacfafcb883784bcc9bcbc456d6,Andet,kunden ønsker ikke at oplyse,2025-05-09
c502b0e0ba6d4368ce45fd4f8a87a07a,Økonomi,Pris,2025-05-20
47378391834a5d8266f892c218e86a24,Andet,Administrativt,2025-05-12
9e0088e9ee60088a284bb54dcdc18eb5,Tid,Ikke tid,2025-07-13
7aec7c5ef4851aaa9d0f08f8f8312457,Økonomi,Pris,2025-10-14
e181101072b5af45d5113b3d20183037,Økonomi,Pris,2025-05-03
1491939885319cc63bbc45f8583456e1,Økonomi,Pris,2025-05-21
4d8c4f5a4d1d1e646380f9c35c4dcb51,Andet,kunden ønsker ikke at oplyse,2025-05-20
68cc004add6d16311514269355dfd910,Tid,Ikke tid,2025-05-10
9df181d1c01cad49efc7b0eab03a631d,Andet,kunden ønsker ikke at oplyse,2025-11-11
7218582a0f6510270d4b4cb10276f767,Andet,kunden ønsker ikke at oplyse,2025-07-07
c8d04ab60d4ddf7d658eddd388e537dc,Andet,Ingen årsag – ingen tlf kontakt,2025-11-23
89c59f1c957f1af29ebb9e618cf55e5c,Økonomi,Pris,2025-10-23
cb1999f44040d75a589b9677b11ab6dd,Andet,kunden ønsker ikke at oplyse,2025-10-05
e36a2955c21f22023841899a593af38e,Tid,Ikke tid,2025-12-04
c7f097b9d706357319d402a81ecafe61,Tid,Ikke tid,2025-05-04
19c8f257518972e430a6be1cec52a586,Andet,kunden ønsker ikke at oplyse,2025-05-20
4686224ab47a1fa67c2bccdf7e3de540,Produkt,Redaktionelt indhold / holdning,2025-05-20
82e94553b5632fdab9a7723df1b4fde4,Produkt,Redaktionelt indhold / holdning,2025-06-16
ac147643ddbb23fbd9182a4236c57ac8,Produkt,Redaktionelt indhold / holdning,2025-10-17
54a5f3ccb94923bdb079beb55f981eec,Tid,Ikke tid,2025-05-04
6327de327a3d8f57a37c7462da321d07,Produkt,Redaktionelt indhold / holdning,2025-05-10
f99d1964208a3c9cade172c296fb9855,Andet,kunden ønsker ikke at oplyse,2025-05-10
e171a8643675f93226e0df6704494ed7,Andet,kunden ønsker ikke at oplyse,2025-11-16
91f8807046303bf8b0ebf8712503812d,Tid,Ikke tid,2026-01-04
68732262f5ce69c23aeaa985fd1ca61b,Andet,kunden ønsker ikke at oplyse,2025-06-13
354e7a5939a921d12feedb99c6d967d1,Andet,kunden ønsker ikke at oplyse,2025-09-03
82649ad2ffa03cbbf4c823a76d75a1b1,Produkt,Redaktionelt indhold / holdning,2025-05-08
441fba58754878611c05fa395b86c80b,Tid,Ikke tid,2025-06-22
8c033696b57b3ff5b67f457a01171285,Økonomi,Pris,2025-05-20
7f13e8b114b2144fd2f134b9f850737c,Økonomi,Pris,2025-06-22
b7189afe7ef2b29f89ee5c2277a95e23,Tid,Ikke tid,2025-05-18
5624fe0ba2ed62343dfa5dc651bcbb4a,Økonomi,Pris,2026-03-10
559410d8ab5887d2e936ff36d756803a,Tid,Ikke tid,2025-08-19
48d86d3c1e3a318b162d2e7232124bda,Økonomi,Pris,2025-06-22
1be6d7824f5784e4439a64918e21e211,Andet,Administrativt,2025-08-12
55681f6b1bbe6bce5d7b447f96a2d854,Økonomi,Prisstigning,2026-01-31
870916599f1702f25f2425eb19f2b10f,Tid,Ikke tid,2025-06-22
ac7f31ba17a317d6e992e882a0a4d55b,Produkt,Anden avis/produkt,2025-05-22
bb23615e32aca66b3af9ec1042ddb8be,Andet,kunden ønsker ikke at oplyse,2025-05-17
d5d12b6ce3e1654989aaee9f47de2a62,Digitalt,Tekniske problemer (kunde),2025-03-20
eb898021f24c44d7db980193a395a738,Salg,Tidsbestemt / kampagneløb,2025-05-03
c42af5001a6324e4228ab78a45310632,Økonomi,Pris,2025-05-10
01cad508503a8d700c051addb5ca5e24,Andet,kunden ønsker ikke at oplyse,2025-07-18
75d764e7c5aa2025f66a75af5548630b,Tid,Ikke tid,2025-11-09
0659d4d38786138a6aa809e8fd489069,Tid,Ikke tid,2025-12-12
892870b7adcff5ec90a80203b1724bbb,Produkt,Anden avis/produkt,2025-05-10
5480b280d24995741819da1706528ed7,Tid,Ikke tid,2025-05-20
be7ee4feca2026e1f9905d54770f1580,Andet,kunden ønsker ikke at oplyse,2025-05-07
821ea9572a535876de8e1bd52f541497,Andet,Ingen årsag – ingen tlf kontakt,2025-05-06
b5c5c1d4107e652fdeaa368f88a51a8e,Andet,kunden ønsker ikke at oplyse,2025-05-22
1f4db03f2ce5dec297af700536700774,Andet,kunden ønsker ikke at oplyse,2025-08-14
e39cdb344761c03c8764587137d2c269,Produkt,Redaktionelt indhold / holdning,2025-05-20
3a0bf932478ae8786cc3ed33867eec0a,Tid,Ikke tid,2025-06-21
651effcfa8f870250cb49c68e9507e90,Produkt,Redaktionelt indhold / holdning,2025-05-22
84dac38615093b058cdaddfd9bedd984,Andet,kunden ønsker ikke at oplyse,2025-05-19
23ab60f3d426ccd9fe945b7acfcbd9b8,Andet,kunden ønsker ikke at oplyse,2025-05-10
6ee037905fee692858240685220213be,Produkt,Redaktionelt indhold / holdning,2025-09-20
a1af3b6a83ab3831bad60fdc53a712ed,Tid,Ikke tid,2025-07-13
c0aa8822b42eb6779e985aad39decc9f,Tid,Ikke tid,2025-05-07
669659f0772f96da0bac4f84b1ff696d,Tid,Ikke tid,2026-01-04
1866629ff8d1b6c1b200e0f338b1335d,Tid,Ikke tid,2025-11-17
84462c32fcbf7b533329cebcb21db397,Produkt,Digital platform,2025-12-20
a3670336ee034e5147ce83a4aab58e9b,Produkt,Redaktionelt indhold / holdning,2025-05-22
f50856fc107729999e2e1d357c844649,Andet,kunden ønsker ikke at oplyse,2025-05-19
4dd7cbb673923c83f9b8abc1e0a25aac,Tid,Ikke tid,2025-06-04
e0be3cb7d97ef50310d2ce06544c35d9,Økonomi,Pris,2025-05-23
212576b9422b677f9ab77323ac2e636f,Andet,RVS,2025-06-28
bb0e7eb84345f80afaa42fe72614c199,Andet,Administrativt,2025-05-18
967d82c28270edd1b92191a9b29fbd6c,Tid,Ikke tid,2025-05-03
f0987c3595b34114e5085a1c0c799fbb,Tid,Ikke tid,2025-08-20
22a6b4c7e8f0f97515abe4eb37edfe1f,Andet,Ingen årsag – ingen tlf kontakt,2025-05-21
840bb9b0a0ea4b1a70639e5569f36bdb,Produkt,Redaktionelt indhold / holdning,2025-05-20
57c3d24e72fa070d69d3b587a75f99e5,Tid,Ikke tid,2025-05-09
cdf4b5845abcee42684fc103bcc62634,Tid,Ikke tid,2025-05-21
22bf58de695495f2a95f640498332fe1,Produkt,Redaktionelt indhold / holdning,2025-05-16
5f3f0dee1e07a275c13edeab81b5dc24,Tid,Ikke tid,2026-02-06
0d56571f7f84ac94a9f2040df12af2f3,Andet,Administrativt,2025-06-04
0d56571f7f84ac94a9f2040df12af2f3,Produkt,Redaktionelt indhold / holdning,2025-06-15
74967f9c539cf87f7da82fcab48780f9,Tid,Ikke tid,2025-07-12
b83e8af45f399d597ee5fb1d25786e17,Tid,Ikke tid,2025-07-10
6d8714d39b892dfb0983c38baf79e278,Produkt,Redaktionelt indhold / holdning,2025-05-07
7052d949d939fc804724f9706d031f04,Tid,Ikke tid,2025-05-22
44520b335edabb34f5b5a96e1d0bd832,Andet,kunden ønsker ikke at oplyse,2025-05-14
d0e09996630a7a664eb6f1f65c865d5c,Tid,Ikke tid,2025-09-20
750dd3ddc294d786ba32f8f14cda190f,Tid,Ikke tid,2025-06-04
0ff1fb912827dd493780434b9f5fe90c,Produkt,Redaktionelt indhold / holdning,2025-05-04
ca4594f4f60ad973138a97fc5a94c0fa,Tid,Ikke tid,2025-11-20
2c6bbbf8fa35f68c88d82688bd0f7a69,Produkt,Redaktionelt indhold / holdning,2025-05-21
d930f746a880de29aae6ce810b11f5da,Andet,RVS,2025-10-23
c1fcc738726f2786f0612e4b179bfe3d,Tid,Ikke tid,2025-05-13
fd7c61d9b6e9f8be434088054b064ea1,Andet,kunden ønsker ikke at oplyse,2025-11-21
5f836a331a4fc102ed77a36472629aff,Produkt,Redaktionelt indhold / holdning,2025-11-16
0c1f0cec87d275a5a25de0d6f7f3a32a,Tid,Ikke tid,2025-06-12
f21cb19a15c316900e2e471423ad2eb2,Økonomi,Pris,2025-05-21
1aa8b8e306867a78fdf10facd145d9d2,Produkt,Redaktionelt indhold / holdning,2025-06-03
00bdb5b652070c2b33e241a5998600e3,Andet,kunden ønsker ikke at oplyse,2025-05-03
7069e5b21f83398d49d36fb52ecc23a7,Produkt,Redaktionelt indhold / holdning,2025-05-06
addf8ac99c42c7e9e69884fdd2a6cf4a,Tid,Ikke tid,2025-05-18
8d6db829e8ec4283d3d84a0f47ef3c8e,Digitalt,Tekniske problemer (kunde),2025-08-21
bd4c582db6ad252cb8111e3711f34af3,Økonomi,Prisstigning,2026-01-05
dc06958e674987da4c082feed698ab7b,Økonomi,Pris,2025-05-22
e2035d51088ce9d756f789c0272280e5,Tid,Ikke tid,2025-06-22
10dccc12a352afbf40623f95125d640e,Andet,kunden ønsker ikke at oplyse,2025-06-03
e68c9e466739941a8939ccfcaeec8f4d,Andet,RVS,2025-12-09
13c1486add2783141856bac81ff85cb4,Andet,kunden ønsker ikke at oplyse,2025-05-04
d717496b69d3d8d5d201e81fa257ac9e,Andet,Ingen årsag – ingen tlf kontakt,2025-11-20
5470116f6d8ccd7b8e6c3bebf57f1f84,Andet,kunden ønsker ikke at oplyse,2025-05-21
34d88178100f7dc67e01e0aaba334352,Produkt,Anden avis/produkt,2025-05-03
8450867c34d2e1b804617f92fedc6d49,Tid,Ikke tid,2025-05-17
8ea82943798597396a272ed57e26eadd,Produkt,Redaktionelt indhold / holdning,2025-05-02
1b2792bf1dd006aba1cb96a063a2f84f,Produkt,Anden avis/produkt,2025-05-23
35e4a3451e17fa1e4f7b69cb8768ddd7,Produkt,Anden avis/produkt,2025-05-20
6c92627df0684ad210c2d339d1476e25,Tid,Ikke tid,2025-08-20
49b048d1df52534dc1b0cd371c8851f6,Tid,Ikke tid,2025-10-06
02480b1eb465af71452760dd0d8916f8,Andet,kunden ønsker ikke at oplyse,2025-10-06
c279248607a5bab56ccba7ac446223f6,Produkt,Anden avis/produkt,2026-03-11
9a740f002bede65a38ed185625bccb35,Andet,kunden ønsker ikke at oplyse,2025-05-04
25b091685441c9c3bdbe9e1bf30cd66a,Digitalt,Oprettet med forkert e-mail,2025-08-26
446f332ace9cc3135738ab48e8faa4fe,Tid,Ikke tid,2025-12-22
89fe18e88ee14abb6b80d6c2bffe70fe,Andet,kunden ønsker ikke at oplyse,2025-08-20
59dc551739bcb4f3f5c48a405394278c,Tid,Ikke tid,2026-03-22
c09678054489731969a35eefa7ab61a3,Produkt,Redaktionelt indhold / holdning,2025-05-04
2f1e1f0e95db029b590b69b5b9eb6952,Tid,Ikke tid,2025-11-20
66e531018b3b999d38f0894511a6a6e0,Tid,Ikke tid,2025-07-18
c9642c7e6b729027c298084251edfec2,Andet,kunden ønsker ikke at oplyse,2025-05-22
60a0d1887cd106e7464a10a381ec3253,Andet,kunden ønsker ikke at oplyse,2025-05-03
7775de537c04fc9861dc2968f2755917,Produkt,Redaktionelt indhold / holdning,2025-06-19
7fe44128ee877150541e83b00f8af178,Andet,Administrativt,2025-03-26
efcbf2da9a3604e16307938ba5318f3b,Tid,Ikke tid,2025-06-04
2f9710a6b323884ef84129309caf9ddf,Tid,Ikke tid,2025-08-21
2bc80ee820dd4caac5fa5f7f9d6e4a5c,Økonomi,Pris,2025-05-20
9b9aed51699330d089392e12ad4f2e6a,Tid,Ikke tid,2025-06-23
de69e87c5fea53f04b7b6b3c72a16a8f,Produkt,Redaktionelt indhold / holdning,2025-05-17
b37648d22ba1c40979c7f50216a23ccd,Tid,Ikke tid,2025-05-20
8fc8ac5a28516c7528190dc596a5cda5,Andet,RVS,2025-10-26
17cfa47c1032e09073f4c111d522557e,Andet,Ingen årsag – ingen tlf kontakt,2025-05-21
c2a0c0e55bee5b2702d2e9cee3a22347,Økonomi,Pris,2025-07-02
1144e252a0b338bae955d43b8f1406d0,Tid,Ikke tid,2025-05-10
f7e335754c1d61dce2e70ddf8b6011db,Andet,kunden ønsker ikke at oplyse,2025-12-05
59d3277007e8d45958cb0c37be36bd63,Tid,Ikke tid,2025-05-21
b6be0e02d507852ae16c3d23e2c9717f,Produkt,Redaktionelt indhold / holdning,2025-05-20
e42f8e767e6fc16da9668821ac36eb62,Produkt,Redaktionelt indhold / holdning,2025-05-20
59873b542c5de67efd6802e056c1510b,Andet,kunden ønsker ikke at oplyse,2025-05-12
a31e2114032d1859c32b0b5ad797c3db,Tid,Ikke tid,2025-07-17
b6aaed769aeafe1a96565a5a3575fc2a,Økonomi,Pris,2025-05-05
377dd6cfe7fe36b1c01d3f2996a44cfa,Andet,Ingen årsag – ingen tlf kontakt,2025-05-23
63897b31c21845c2831f2e3500dd0275,Økonomi,Pris,2025-05-04
9d5ff4740115f12ddda4845e9acf9f48,Tid,Ikke tid,2025-08-10
37ee89a920e19271f9fbb498f483a02c,Produkt,Anden avis/produkt,2025-07-10
139bd0cbde638e16224d7fbe2941b901,Produkt,Anden avis/produkt,2025-07-07
b2bc1519bdedee9e281f9a30e6a5c56d,Produkt,Redaktionelt indhold / holdning,2025-05-08
d0129f09763833b1b2567f8c7d2be980,Økonomi,Pris,2025-05-22
7a9fad27ae8841708385b2827b7bf92e,Økonomi,Pris,2026-01-19
dcbb95b22ec6915698f56724b817934f,Produkt,Redaktionelt indhold / holdning,2025-05-10
1493b48a623a745e57db83cf0b32da91,Andet,Administrativt,2025-08-24
d39d2ba1e1aaae6b07ef60d8e46b63b2,Andet,kunden ønsker ikke at oplyse,2025-06-19
8a807bb2fc8743e59c5d7479472d53d9,Andet,kunden ønsker ikke at oplyse,2025-12-20
e9f1866aeec508f598a365c94b6bc255,Andet,kunden ønsker ikke at oplyse,2025-05-21
0ec6b8f267326da4d32c62d776716dd5,Andet,kunden ønsker ikke at oplyse,2025-05-15
9797839576569545caa2f1cf389108ef,Produkt,Redaktionelt indhold / holdning,2025-05-20
f2356a431358478feaa3f0ab52de4dfa,Tid,Ikke tid,2025-05-03
a4f15224d97eb071028a4f5c814322ab,Tid,Ikke tid,2025-05-03
6091f63e9313dc3e4146be31e293f445,Andet,kunden ønsker ikke at oplyse,2025-12-11
a9c309b04afe33c62e437d57280d74e4,Andet,kunden ønsker ikke at oplyse,2025-06-10
a9c309b04afe33c62e437d57280d74e4,Økonomi,Pris,2025-07-10
7b0ad7f1896e766c4ad4993f53082ce9,Tid,Ikke tid,2025-08-21
ba46f331222c7804d3007faf2be638c4,Andet,Ingen årsag – ingen tlf kontakt,2025-07-04
336d377b414d6aeb1756502907b6ab86,Tid,Ikke tid,2025-08-04
b606ae0a4944362a1df65e2d41ed3830,Tid,Ikke tid,2025-05-04
6ac41ca81c8a5b763cfdc15ca1db45ab,Andet,kunden ønsker ikke at oplyse,2025-05-11
673614cb7aa6ff9045d6a6da7911a1eb,Andet,Ingen årsag – ingen tlf kontakt,2025-05-26
5414c1785bf852a26470a8f4a434f89e,Tid,Ikke tid,2026-02-15
cceb3290f938f15918c8cf27dd2ff945,Tid,Ikke tid,2025-05-13
f5e6f879f932f35a75797f0bb053c7c1,Andet,kunden ønsker ikke at oplyse,2025-05-04
55c6473e7caafd070a35a8907e348548,Tid,Ikke tid,2025-11-20
dd93943a44977881c2ef1b76a67a9c22,Tid,Ikke tid,2025-05-22
cfca42b67f889953733a6032ae4143d1,Tid,Ikke tid,2025-07-21
befa7a8c62ddf34b84108309cd2c1f59,Produkt,Redaktionelt indhold / holdning,2025-05-07
5ac2c11ffacf428b84f9d918b333cbfc,Produkt,Redaktionelt indhold / holdning,2025-05-19
9226bce10f06f4ab2d13d793985fe2dc,Økonomi,Pris,2025-05-22
cfb989d2b0e7704212c88903976a770b,Tid,Ikke tid,2025-05-22
14ae5fda85c636519e6bfc6886270325,Tid,Ikke tid,2025-08-06
9cfc1a5af23116db7eb52b11effcc4b3,Andet,Administrativt,2026-02-07
da9537185d65911a80acaf42a65a7e59,Produkt,Anden avis/produkt,2025-06-06
8af08980740ee721f3d745897e3f128a,Produkt,Redaktionelt indhold / holdning,2026-04-29
bbeffb2333cdd4b8b6e1e0224f1e1cdf,Andet,RVS,2025-06-26
00926277841584d8b248be711203cd9a,Andet,kunden ønsker ikke at oplyse,2025-05-17
eaea348fe18e623e30344962317776f6,Andet,kunden ønsker ikke at oplyse,2025-05-22
29570250930a4b6759f7de0a3ccbfa6a,Andet,Ingen årsag – ingen tlf kontakt,2025-05-04
31312cce5cd757416a102a8df3bb54e9,Produkt,Redaktionelt indhold / holdning,2025-05-21
133510099c29b2622548e08d2692a728,Tid,Ikke tid,2025-11-21
2386a3f4ebca1a9b86919c3d8991680e,Tid,Ikke tid,2026-02-13
